Sample Name, BP-02P0
Time, 2017/07/12 04:54:37
Operator, Smith
Lamp, 255
Slit,0.0
Scan From, 850.0nm
Scan To, 390.0nm
Scan Step, 1.0nm
Sample Filter, 11
memo, 
WL(nm), Abs, T%
390.0, 0.0447, 90.21
391.0, 0.0440, 90.36
392.0, 0.0432, 90.54
393.0, 0.0426, 90.65
394.0, 0.0418, 90.83
395.0, 0.0412, 90.95
396.0, 0.0405, 91.09
397.0, 0.0398, 91.24
398.0, 0.0394, 91.33
399.0, 0.0385, 91.51
400.0, 0.0380, 91.62
401.0, 0.0374, 91.75
402.0, 0.0368, 91.88
403.0, 0.0363, 91.99
404.0, 0.0355, 92.15
405.0, 0.0350, 92.25
406.0, 0.0345, 92.36
407.0, 0.0339, 92.50
408.0, 0.0335, 92.59
409.0, 0.0328, 92.72
410.0, 0.0324, 92.82
411.0, 0.0318, 92.94
412.0, 0.0313, 93.05
413.0, 0.0308, 93.15
414.0, 0.0303, 93.27
415.0, 0.0298, 93.36
416.0, 0.0294, 93.45
417.0, 0.0289, 93.56
418.0, 0.0285, 93.64
419.0, 0.0281, 93.74
420.0, 0.0277, 93.82
421.0, 0.0273, 93.90
422.0, 0.0268, 94.01
423.0, 0.0264, 94.09
424.0, 0.0260, 94.20
425.0, 0.0256, 94.28
426.0, 0.0252, 94.36
427.0, 0.0248, 94.45
428.0, 0.0244, 94.53
429.0, 0.0240, 94.62
430.0, 0.0237, 94.69
431.0, 0.0234, 94.76
432.0, 0.0231, 94.82
433.0, 0.0228, 94.90
434.0, 0.0224, 94.97
435.0, 0.0221, 95.04
436.0, 0.0218, 95.10
437.0, 0.0215, 95.17
438.0, 0.0212, 95.23
439.0, 0.0209, 95.30
440.0, 0.0206, 95.37
441.0, 0.0202, 95.44
442.0, 0.0200, 95.49
443.0, 0.0197, 95.57
444.0, 0.0194, 95.63
445.0, 0.0192, 95.67
446.0, 0.0189, 95.73
447.0, 0.0186, 95.80
448.0, 0.0184, 95.84
449.0, 0.0181, 95.92
450.0, 0.0180, 95.95
451.0, 0.0178, 95.99
452.0, 0.0176, 96.04
453.0, 0.0173, 96.10
454.0, 0.0172, 96.12
455.0, 0.0169, 96.17
456.0, 0.0166, 96.24
457.0, 0.0164, 96.28
458.0, 0.0163, 96.32
459.0, 0.0161, 96.36
460.0, 0.0159, 96.41
461.0, 0.0157, 96.45
462.0, 0.0155, 96.49
463.0, 0.0154, 96.52
464.0, 0.0152, 96.56
465.0, 0.0150, 96.60
466.0, 0.0148, 96.65
467.0, 0.0146, 96.69
468.0, 0.0145, 96.73
469.0, 0.0143, 96.77
470.0, 0.0141, 96.81
471.0, 0.0140, 96.83
472.0, 0.0137, 96.89
473.0, 0.0136, 96.91
474.0, 0.0135, 96.94
475.0, 0.0133, 96.98
476.0, 0.0132, 97.01
477.0, 0.0130, 97.06
478.0, 0.0128, 97.09
479.0, 0.0128, 97.10
480.0, 0.0126, 97.14
481.0, 0.0125, 97.16
482.0, 0.0123, 97.21
483.0, 0.0122, 97.23
484.0, 0.0121, 97.26
485.0, 0.0119, 97.30
486.0, 0.0118, 97.31
487.0, 0.0117, 97.35
488.0, 0.0116, 97.37
489.0, 0.0115, 97.39
490.0, 0.0113, 97.43
491.0, 0.0112, 97.44
492.0, 0.0111, 97.48
493.0, 0.0110, 97.49
494.0, 0.0109, 97.53
495.0, 0.0108, 97.55
496.0, 0.0107, 97.56
497.0, 0.0106, 97.59
498.0, 0.0105, 97.62
499.0, 0.0103, 97.65
500.0, 0.0102, 97.68
501.0, 0.0102, 97.68
502.0, 0.0101, 97.70
503.0, 0.0100, 97.73
504.0, 0.0098, 97.77
505.0, 0.0097, 97.80
506.0, 0.0096, 97.81
507.0, 0.0095, 97.84
508.0, 0.0095, 97.83
509.0, 0.0094, 97.86
510.0, 0.0094, 97.87
511.0, 0.0091, 97.92
512.0, 0.0091, 97.93
513.0, 0.0090, 97.94
514.0, 0.0090, 97.95
515.0, 0.0089, 97.97
516.0, 0.0088, 97.99
517.0, 0.0087, 98.01
518.0, 0.0086, 98.03
519.0, 0.0086, 98.05
520.0, 0.0085, 98.07
521.0, 0.0084, 98.08
522.0, 0.0084, 98.10
523.0, 0.0083, 98.11
524.0, 0.0081, 98.15
525.0, 0.0081, 98.14
526.0, 0.0080, 98.17
527.0, 0.0079, 98.20
528.0, 0.0077, 98.23
529.0, 0.0077, 98.24
530.0, 0.0077, 98.25
531.0, 0.0077, 98.25
532.0, 0.0076, 98.26
533.0, 0.0076, 98.28
534.0, 0.0074, 98.31
535.0, 0.0075, 98.28
536.0, 0.0074, 98.32
537.0, 0.0073, 98.33
538.0, 0.0073, 98.34
539.0, 0.0071, 98.37
540.0, 0.0073, 98.34
541.0, 0.0070, 98.39
542.0, 0.0070, 98.40
543.0, 0.0070, 98.40
544.0, 0.0069, 98.42
545.0, 0.0069, 98.42
546.0, 0.0067, 98.46
547.0, 0.0068, 98.44
548.0, 0.0066, 98.49
549.0, 0.0066, 98.49
550.0, 0.0065, 98.52
551.0, 0.0063, 98.55
552.0, 0.0064, 98.54
553.0, 0.0063, 98.57
554.0, 0.0062, 98.59
555.0, 0.0061, 98.60
556.0, 0.0061, 98.61
557.0, 0.0060, 98.63
558.0, 0.0060, 98.62
559.0, 0.0060, 98.62
560.0, 0.0060, 98.63
561.0, 0.0059, 98.65
562.0, 0.0058, 98.67
563.0, 0.0057, 98.69
564.0, 0.0057, 98.69
565.0, 0.0056, 98.72
566.0, 0.0055, 98.73
567.0, 0.0055, 98.74
568.0, 0.0056, 98.73
569.0, 0.0055, 98.74
570.0, 0.0054, 98.76
571.0, 0.0054, 98.77
572.0, 0.0052, 98.80
573.0, 0.0054, 98.77
574.0, 0.0052, 98.82
575.0, 0.0052, 98.81
576.0, 0.0052, 98.81
577.0, 0.0051, 98.83
578.0, 0.0051, 98.84
579.0, 0.0047, 98.93
580.0, 0.0050, 98.86
581.0, 0.0048, 98.89
582.0, 0.0049, 98.89
583.0, 0.0049, 98.88
584.0, 0.0048, 98.90
585.0, 0.0049, 98.89
586.0, 0.0048, 98.89
587.0, 0.0049, 98.88
588.0, 0.0048, 98.90
589.0, 0.0049, 98.88
590.0, 0.0048, 98.89
591.0, 0.0049, 98.88
592.0, 0.0047, 98.92
593.0, 0.0047, 98.91
594.0, 0.0047, 98.92
595.0, 0.0047, 98.93
596.0, 0.0046, 98.94
597.0, 0.0046, 98.94
598.0, 0.0047, 98.93
599.0, 0.0046, 98.96
600.0, 0.0044, 98.98
601.0, 0.0046, 98.95
602.0, 0.0044, 98.99
603.0, 0.0044, 99.00
604.0, 0.0043, 99.01
605.0, 0.0042, 99.03
606.0, 0.0042, 99.03
607.0, 0.0041, 99.06
608.0, 0.0041, 99.05
609.0, 0.0042, 99.05
610.0, 0.0042, 99.04
611.0, 0.0040, 99.07
612.0, 0.0040, 99.08
613.0, 0.0040, 99.09
614.0, 0.0040, 99.08
615.0, 0.0038, 99.12
616.0, 0.0038, 99.13
617.0, 0.0038, 99.13
618.0, 0.0037, 99.15
619.0, 0.0037, 99.15
620.0, 0.0037, 99.16
621.0, 0.0036, 99.17
622.0, 0.0036, 99.17
623.0, 0.0036, 99.18
624.0, 0.0036, 99.18
625.0, 0.0036, 99.18
626.0, 0.0035, 99.19
627.0, 0.0036, 99.18
628.0, 0.0035, 99.20
629.0, 0.0035, 99.20
630.0, 0.0035, 99.21
631.0, 0.0034, 99.22
632.0, 0.0034, 99.21
633.0, 0.0034, 99.22
634.0, 0.0034, 99.23
635.0, 0.0034, 99.23
636.0, 0.0034, 99.23
637.0, 0.0034, 99.23
638.0, 0.0033, 99.25
639.0, 0.0033, 99.25
640.0, 0.0032, 99.27
641.0, 0.0031, 99.28
642.0, 0.0031, 99.28
643.0, 0.0031, 99.29
644.0, 0.0031, 99.28
645.0, 0.0031, 99.29
646.0, 0.0031, 99.28
647.0, 0.0030, 99.31
648.0, 0.0030, 99.31
649.0, 0.0030, 99.31
650.0, 0.0030, 99.32
651.0, 0.0030, 99.31
652.0, 0.0029, 99.33
653.0, 0.0029, 99.32
654.0, 0.0030, 99.31
655.0, 0.0029, 99.33
656.0, 0.0029, 99.33
657.0, 0.0029, 99.34
658.0, 0.0029, 99.35
659.0, 0.0028, 99.35
660.0, 0.0028, 99.36
661.0, 0.0028, 99.35
662.0, 0.0028, 99.35
663.0, 0.0028, 99.36
664.0, 0.0027, 99.37
665.0, 0.0027, 99.37
666.0, 0.0027, 99.38
667.0, 0.0027, 99.39
668.0, 0.0027, 99.38
669.0, 0.0027, 99.37
670.0, 0.0027, 99.38
671.0, 0.0027, 99.37
672.0, 0.0027, 99.37
673.0, 0.0027, 99.38
674.0, 0.0026, 99.40
675.0, 0.0026, 99.40
676.0, 0.0027, 99.39
677.0, 0.0026, 99.40
678.0, 0.0025, 99.42
679.0, 0.0025, 99.43
680.0, 0.0025, 99.43
681.0, 0.0025, 99.44
682.0, 0.0024, 99.44
683.0, 0.0024, 99.45
684.0, 0.0024, 99.45
685.0, 0.0024, 99.45
686.0, 0.0024, 99.46
687.0, 0.0024, 99.46
688.0, 0.0023, 99.47
689.0, 0.0024, 99.46
690.0, 0.0023, 99.47
691.0, 0.0023, 99.47
692.0, 0.0023, 99.46
693.0, 0.0023, 99.48
694.0, 0.0023, 99.48
695.0, 0.0022, 99.50
696.0, 0.0022, 99.50
697.0, 0.0021, 99.51
698.0, 0.0021, 99.51
699.0, 0.0021, 99.52
700.0, 0.0021, 99.51
701.0, 0.0021, 99.52
702.0, 0.0021, 99.52
703.0, 0.0021, 99.51
704.0, 0.0021, 99.51
705.0, 0.0020, 99.53
706.0, 0.0021, 99.52
707.0, 0.0021, 99.53
708.0, 0.0021, 99.52
709.0, 0.0020, 99.53
710.0, 0.0020, 99.54
711.0, 0.0020, 99.54
712.0, 0.0020, 99.54
713.0, 0.0020, 99.55
714.0, 0.0020, 99.55
715.0, 0.0019, 99.56
716.0, 0.0020, 99.55
717.0, 0.0019, 99.56
718.0, 0.0019, 99.56
719.0, 0.0019, 99.56
720.0, 0.0019, 99.57
721.0, 0.0018, 99.59
722.0, 0.0018, 99.60
723.0, 0.0018, 99.58
724.0, 0.0018, 99.58
725.0, 0.0019, 99.57
726.0, 0.0018, 99.59
727.0, 0.0018, 99.59
728.0, 0.0018, 99.59
729.0, 0.0017, 99.61
730.0, 0.0017, 99.60
731.0, 0.0017, 99.62
732.0, 0.0017, 99.62
733.0, 0.0016, 99.63
734.0, 0.0016, 99.63
735.0, 0.0017, 99.62
736.0, 0.0016, 99.62
737.0, 0.0016, 99.62
738.0, 0.0016, 99.62
739.0, 0.0017, 99.61
740.0, 0.0017, 99.62
741.0, 0.0017, 99.62
742.0, 0.0017, 99.62
743.0, 0.0016, 99.64
744.0, 0.0016, 99.64
745.0, 0.0016, 99.64
746.0, 0.0016, 99.64
747.0, 0.0015, 99.65
748.0, 0.0015, 99.65
749.0, 0.0016, 99.64
750.0, 0.0015, 99.66
751.0, 0.0015, 99.66
752.0, 0.0016, 99.64
753.0, 0.0015, 99.66
754.0, 0.0016, 99.64
755.0, 0.0015, 99.65
756.0, 0.0015, 99.65
757.0, 0.0015, 99.65
758.0, 0.0015, 99.65
759.0, 0.0016, 99.64
760.0, 0.0016, 99.64
761.0, 0.0015, 99.65
762.0, 0.0015, 99.66
763.0, 0.0015, 99.66
764.0, 0.0016, 99.63
765.0, 0.0015, 99.66
766.0, 0.0015, 99.65
767.0, 0.0015, 99.66
768.0, 0.0015, 99.67
769.0, 0.0015, 99.66
770.0, 0.0014, 99.67
771.0, 0.0015, 99.66
772.0, 0.0014, 99.67
773.0, 0.0014, 99.68
774.0, 0.0013, 99.69
775.0, 0.0012, 99.72
776.0, 0.0013, 99.70
777.0, 0.0013, 99.70
778.0, 0.0012, 99.72
779.0, 0.0013, 99.70
780.0, 0.0012, 99.71
781.0, 0.0013, 99.71
782.0, 0.0013, 99.70
783.0, 0.0012, 99.72
784.0, 0.0012, 99.72
785.0, 0.0013, 99.71
786.0, 0.0013, 99.70
787.0, 0.0013, 99.70
788.0, 0.0013, 99.70
789.0, 0.0013, 99.69
790.0, 0.0013, 99.70
791.0, 0.0013, 99.70
792.0, 0.0013, 99.70
793.0, 0.0013, 99.70
794.0, 0.0013, 99.71
795.0, 0.0012, 99.72
796.0, 0.0012, 99.72
797.0, 0.0012, 99.72
798.0, 0.0013, 99.70
799.0, 0.0013, 99.71
800.0, 0.0012, 99.72
801.0, 0.0012, 99.73
802.0, 0.0012, 99.72
803.0, 0.0011, 99.74
804.0, 0.0011, 99.74
805.0, 0.0011, 99.75
806.0, 0.0011, 99.75
807.0, 0.0011, 99.75
808.0, 0.0011, 99.74
809.0, 0.0011, 99.75
810.0, 0.0011, 99.74
811.0, 0.0010, 99.77
812.0, 0.0010, 99.76
813.0, 0.0012, 99.73
814.0, 0.0011, 99.75
815.0, 0.0012, 99.73
816.0, 0.0012, 99.73
817.0, 0.0012, 99.73
818.0, 0.0012, 99.73
819.0, 0.0011, 99.74
820.0, 0.0012, 99.73
821.0, 0.0011, 99.75
822.0, 0.0011, 99.75
823.0, 0.0011, 99.75
824.0, 0.0010, 99.76
825.0, 0.0011, 99.75
826.0, 0.0010, 99.76
827.0, 0.0010, 99.76
828.0, 0.0010, 99.76
829.0, 0.0010, 99.77
830.0, 0.0010, 99.76
831.0, 0.0010, 99.77
832.0, 0.0010, 99.77
833.0, 0.0011, 99.74
834.0, 0.0011, 99.75
835.0, 0.0011, 99.74
836.0, 0.0011, 99.75
837.0, 0.0010, 99.76
838.0, 0.0011, 99.76
839.0, 0.0010, 99.76
840.0, 0.0010, 99.77
841.0, 0.0010, 99.76
842.0, 0.0009, 99.78
843.0, 0.0010, 99.76
844.0, 0.0010, 99.77
845.0, 0.0011, 99.76
846.0, 0.0010, 99.78
847.0, 0.0010, 99.78
848.0, 0.0010, 99.77
849.0, 0.0010, 99.77
850.0, 0.0010, 99.76
